neighborhoodName,year,districtCode,districtName,neighborhoodCode,placeOfDestination,count
"Sant Pere, Santa Caterina i la Ribera",2016,1,Ciutat Vella,4,Comunidad Foral de Navarra,3
el Fort Pienc,2016,2,Eixample,5,Comunidad Foral de Navarra,6
la Sagrada Família,2016,2,Eixample,6,Comunidad Foral de Navarra,6
la Dreta de l'Eixample,2016,2,Eixample,7,Comunidad Foral de Navarra,14
l'Antiga Esquerra de l'Eixample,2016,2,Eixample,8,Comunidad Foral de Navarra,7
la Nova Esquerra de l'Eixample,2016,2,Eixample,9,Comunidad Foral de Navarra,11
Sant Antoni,2016,2,Eixample,10,Comunidad Foral de Navarra,4
el Poble Sec,2016,3,Sants-Montjuïc,11,Comunidad Foral de Navarra,4
la Marina del Prat Vermell,2016,3,Sants-Montjuïc,12,Comunidad Foral de Navarra,0
la Marina de Port,2016,3,Sants-Montjuïc,13,Comunidad Foral de Navarra,1
la Font de la Guatlla,2016,3,Sants-Montjuïc,14,Comunidad Foral de Navarra,5
Hostafrancs,2016,3,Sants-Montjuïc,15,Comunidad Foral de Navarra,3
la Bordeta,2016,3,Sants-Montjuïc,16,Comunidad Foral de Navarra,1
Sants - Badal,2016,3,Sants-Montjuïc,17,Comunidad Foral de Navarra,3
Sants,2016,3,Sants-Montjuïc,18,Comunidad Foral de Navarra,7
les Corts,2016,4,Les Corts,19,Comunidad Foral de Navarra,9
la Maternitat i Sant Ramon,2016,4,Les Corts,20,Comunidad Foral de Navarra,4
Pedralbes,2016,4,Les Corts,21,Comunidad Foral de Navarra,4
"Vallvidrera, el Tibidabo i les Planes",2016,5,Sarrià-Sant Gervasi,22,Comunidad Foral de Navarra,0
Sarrià,2016,5,Sarrià-Sant Gervasi,23,Comunidad Foral de Navarra,4
les Tres Torres,2016,5,Sarrià-Sant Gervasi,24,Comunidad Foral de Navarra,0
Sant Gervasi - la Bonanova,2016,5,Sarrià-Sant Gervasi,25,Comunidad Foral de Navarra,5
Sant Gervasi - Galvany,2016,5,Sarrià-Sant Gervasi,26,Comunidad Foral de Navarra,3
el Putxet i el Farró,2016,5,Sarrià-Sant Gervasi,27,Comunidad Foral de Navarra,2
Vallcarca i els Penitents,2016,6,Gràcia,28,Comunidad Foral de Navarra,0
el Coll,2016,6,Gràcia,29,Comunidad Foral de Navarra,1
la Salut,2016,6,Gràcia,30,Comunidad Foral de Navarra,1
la Vila de Gràcia,2016,6,Gràcia,31,Comunidad Foral de Navarra,5
el Camp d'en Grassot i Gràcia Nova,2016,6,Gràcia,32,Comunidad Foral de Navarra,1
el Baix Guinardó,2016,7,Horta-Guinardó,33,Comunidad Foral de Navarra,3
Can Baró,2016,7,Horta-Guinardó,34,Comunidad Foral de Navarra,1
el Guinardó,2016,7,Horta-Guinardó,35,Comunidad Foral de Navarra,5
la Font d'en Fargues,2016,7,Horta-Guinardó,36,Comunidad Foral de Navarra,1
el Carmel,2016,7,Horta-Guinardó,37,Comunidad Foral de Navarra,6
la Teixonera,2016,7,Horta-Guinardó,38,Comunidad Foral de Navarra,0
Sant Genís dels Agudells,2016,7,Horta-Guinardó,39,Comunidad Foral de Navarra,0
Montbau,2016,7,Horta-Guinardó,40,Comunidad Foral de Navarra,0
la Vall d'Hebron,2016,7,Horta-Guinardó,41,Comunidad Foral de Navarra,0
la Clota,2016,7,Horta-Guinardó,42,Comunidad Foral de Navarra,0
Horta,2016,7,Horta-Guinardó,43,Comunidad Foral de Navarra,3
Vilapicina i la Torre Llobeta,2016,8,Nou Barris,44,Comunidad Foral de Navarra,0
Porta,2016,8,Nou Barris,45,Comunidad Foral de Navarra,2
el Turó de la Peira,2016,8,Nou Barris,46,Comunidad Foral de Navarra,0
Can Peguera,2016,8,Nou Barris,47,Comunidad Foral de Navarra,0
la Guineueta,2016,8,Nou Barris,48,Comunidad Foral de Navarra,0
Canyelles,2016,8,Nou Barris,49,Comunidad Foral de Navarra,2
les Roquetes,2016,8,Nou Barris,50,Comunidad Foral de Navarra,1
Verdun,2016,8,Nou Barris,51,Comunidad Foral de Navarra,1
la Prosperitat,2016,8,Nou Barris,52,Comunidad Foral de Navarra,3
la Trinitat Nova,2016,8,Nou Barris,53,Comunidad Foral de Navarra,1
Torre Baró,2016,8,Nou Barris,54,Comunidad Foral de Navarra,0
Ciutat Meridiana,2016,8,Nou Barris,55,Comunidad Foral de Navarra,0
Vallbona,2016,8,Nou Barris,56,Comunidad Foral de Navarra,0
la Trinitat Vella,2016,9,Sant Andreu,57,Comunidad Foral de Navarra,0
Baró de Viver,2016,9,Sant Andreu,58,Comunidad Foral de Navarra,0
el Bon Pastor,2016,9,Sant Andreu,59,Comunidad Foral de Navarra,0
Sant Andreu,2016,9,Sant Andreu,60,Comunidad Foral de Navarra,3
la Sagrera,2016,9,Sant Andreu,61,Comunidad Foral de Navarra,1
el Congrés i els Indians,2016,9,Sant Andreu,62,Comunidad Foral de Navarra,3
Navas,2016,9,Sant Andreu,63,Comunidad Foral de Navarra,1
el Camp de l'Arpa del Clot,2016,10,Sant Martí,64,Comunidad Foral de Navarra,3
el Clot,2016,10,Sant Martí,65,Comunidad Foral de Navarra,0
el Parc i la Llacuna del Poblenou,2016,10,Sant Martí,66,Comunidad Foral de Navarra,0
la Vila Olímpica del Poblenou,2016,10,Sant Martí,67,Comunidad Foral de Navarra,1
el Poblenou,2016,10,Sant Martí,68,Comunidad Foral de Navarra,4
Diagonal Mar i el Front Marítim del Poblenou,2016,10,Sant Martí,69,Comunidad Foral de Navarra,0
el Besòs i el Maresme,2016,10,Sant Martí,70,Comunidad Foral de Navarra,2
Provençals del Poblenou,2016,10,Sant Martí,71,Comunidad Foral de Navarra,4
Sant Martí de Provençals,2016,10,Sant Martí,72,Comunidad Foral de Navarra,4
la Verneda i la Pau,2016,10,Sant Martí,73,Comunidad Foral de Navarra,1
el Raval,2016,1,Ciutat Vella,1,País Vasco,36
el Barri Gòtic,2016,1,Ciutat Vella,2,País Vasco,12
la Barceloneta,2016,1,Ciutat Vella,3,País Vasco,10
"Sant Pere, Santa Caterina i la Ribera",2016,1,Ciutat Vella,4,País Vasco,28
el Fort Pienc,2016,2,Eixample,5,País Vasco,21
la Sagrada Família,2016,2,Eixample,6,País Vasco,18
la Dreta de l'Eixample,2016,2,Eixample,7,País Vasco,15
l'Antiga Esquerra de l'Eixample,2016,2,Eixample,8,País Vasco,24
la Nova Esquerra de l'Eixample,2016,2,Eixample,9,País Vasco,23
Sant Antoni,2016,2,Eixample,10,País Vasco,17
el Poble Sec,2016,3,Sants-Montjuïc,11,País Vasco,15
la Marina del Prat Vermell,2016,3,Sants-Montjuïc,12,País Vasco,6
la Marina de Port,2016,3,Sants-Montjuïc,13,País Vasco,1
la Font de la Guatlla,2016,3,Sants-Montjuïc,14,País Vasco,10
Hostafrancs,2016,3,Sants-Montjuïc,15,País Vasco,6
la Bordeta,2016,3,Sants-Montjuïc,16,País Vasco,3
Sants - Badal,2016,3,Sants-Montjuïc,17,País Vasco,8
Sants,2016,3,Sants-Montjuïc,18,País Vasco,25
les Corts,2016,4,Les Corts,19,País Vasco,14
la Maternitat i Sant Ramon,2016,4,Les Corts,20,País Vasco,2
Pedralbes,2016,4,Les Corts,21,País Vasco,2
"Vallvidrera, el Tibidabo i les Planes",2016,5,Sarrià-Sant Gervasi,22,País Vasco,1
Sarrià,2016,5,Sarrià-Sant Gervasi,23,País Vasco,8
les Tres Torres,2016,5,Sarrià-Sant Gervasi,24,País Vasco,5
Sant Gervasi - la Bonanova,2016,5,Sarrià-Sant Gervasi,25,País Vasco,22
Sant Gervasi - Galvany,2016,5,Sarrià-Sant Gervasi,26,País Vasco,10
el Putxet i el Farró,2016,5,Sarrià-Sant Gervasi,27,País Vasco,10
Vallcarca i els Penitents,2016,6,Gràcia,28,País Vasco,9
el Coll,2016,6,Gràcia,29,País Vasco,2
la Salut,2016,6,Gràcia,30,País Vasco,3
la Vila de Gràcia,2016,6,Gràcia,31,País Vasco,24
el Camp d'en Grassot i Gràcia Nova,2016,6,Gràcia,32,País Vasco,8
el Baix Guinardó,2016,7,Horta-Guinardó,33,País Vasco,8
Can Baró,2016,7,Horta-Guinardó,34,País Vasco,3
el Guinardó,2016,7,Horta-Guinardó,35,País Vasco,11
la Font d'en Fargues,2016,7,Horta-Guinardó,36,País Vasco,2
el Carmel,2016,7,Horta-Guinardó,37,País Vasco,8
la Teixonera,2016,7,Horta-Guinardó,38,País Vasco,3
Sant Genís dels Agudells,2016,7,Horta-Guinardó,39,País Vasco,5
Montbau,2016,7,Horta-Guinardó,40,País Vasco,0
la Vall d'Hebron,2016,7,Horta-Guinardó,41,País Vasco,0
la Clota,2016,7,Horta-Guinardó,42,País Vasco,0
Horta,2016,7,Horta-Guinardó,43,País Vasco,2
Vilapicina i la Torre Llobeta,2016,8,Nou Barris,44,País Vasco,2
Porta,2016,8,Nou Barris,45,País Vasco,8
el Turó de la Peira,2016,8,Nou Barris,46,País Vasco,11
Can Peguera,2016,8,Nou Barris,47,País Vasco,0
la Guineueta,2016,8,Nou Barris,48,País Vasco,2
Canyelles,2016,8,Nou Barris,49,País Vasco,4
les Roquetes,2016,8,Nou Barris,50,País Vasco,4
Verdun,2016,8,Nou Barris,51,País Vasco,2
la Prosperitat,2016,8,Nou Barris,52,País Vasco,2
la Trinitat Nova,2016,8,Nou Barris,53,País Vasco,1
Torre Baró,2016,8,Nou Barris,54,País Vasco,1
Ciutat Meridiana,2016,8,Nou Barris,55,País Vasco,6
Vallbona,2016,8,Nou Barris,56,País Vasco,0
la Trinitat Vella,2016,9,Sant Andreu,57,País Vasco,3
Baró de Viver,2016,9,Sant Andreu,58,País Vasco,0
el Bon Pastor,2016,9,Sant Andreu,59,País Vasco,1
Sant Andreu,2016,9,Sant Andreu,60,País Vasco,12
la Sagrera,2016,9,Sant Andreu,61,País Vasco,7
el Congrés i els Indians,2016,9,Sant Andreu,62,País Vasco,3
Navas,2016,9,Sant Andreu,63,País Vasco,3
el Camp de l'Arpa del Clot,2016,10,Sant Martí,64,País Vasco,22
el Clot,2016,10,Sant Martí,65,País Vasco,6
el Parc i la Llacuna del Poblenou,2016,10,Sant Martí,66,País Vasco,6
la Vila Olímpica del Poblenou,2016,10,Sant Martí,67,País Vasco,5
el Poblenou,2016,10,Sant Martí,68,País Vasco,15
Diagonal Mar i el Front Marítim del Poblenou,2016,10,Sant Martí,69,País Vasco,5
el Besòs i el Maresme,2016,10,Sant Martí,70,País Vasco,12
Provençals del Poblenou,2016,10,Sant Martí,71,País Vasco,2
Sant Martí de Provençals,2016,10,Sant Martí,72,País Vasco,10
la Verneda i la Pau,2016,10,Sant Martí,73,País Vasco,5
el Raval,2016,1,Ciutat Vella,1,La Rioja,1
el Barri Gòtic,2016,1,Ciutat Vella,2,La Rioja,2
la Barceloneta,2016,1,Ciutat Vella,3,La Rioja,0
"Sant Pere, Santa Caterina i la Ribera",2016,1,Ciutat Vella,4,La Rioja,2
el Fort Pienc,2016,2,Eixample,5,La Rioja,0
la Sagrada Família,2016,2,Eixample,6,La Rioja,6
la Dreta de l'Eixample,2016,2,Eixample,7,La Rioja,2
l'Antiga Esquerra de l'Eixample,2016,2,Eixample,8,La Rioja,2
la Nova Esquerra de l'Eixample,2016,2,Eixample,9,La Rioja,0
Sant Antoni,2016,2,Eixample,10,La Rioja,4
el Poble Sec,2016,3,Sants-Montjuïc,11,La Rioja,7
la Marina del Prat Vermell,2016,3,Sants-Montjuïc,12,La Rioja,0
la Marina de Port,2016,3,Sants-Montjuïc,13,La Rioja,0
la Font de la Guatlla,2016,3,Sants-Montjuïc,14,La Rioja,0
Hostafrancs,2016,3,Sants-Montjuïc,15,La Rioja,0
la Bordeta,2016,3,Sants-Montjuïc,16,La Rioja,6
Sants - Badal,2016,3,Sants-Montjuïc,17,La Rioja,2
Sants,2016,3,Sants-Montjuïc,18,La Rioja,1
les Corts,2016,4,Les Corts,19,La Rioja,6
la Maternitat i Sant Ramon,2016,4,Les Corts,20,La Rioja,2
Pedralbes,2016,4,Les Corts,21,La Rioja,3
"Vallvidrera, el Tibidabo i les Planes",2016,5,Sarrià-Sant Gervasi,22,La Rioja,0
Sarrià,2016,5,Sarrià-Sant Gervasi,23,La Rioja,1
les Tres Torres,2016,5,Sarrià-Sant Gervasi,24,La Rioja,0
Sant Gervasi - la Bonanova,2016,5,Sarrià-Sant Gervasi,25,La Rioja,2
Sant Gervasi - Galvany,2016,5,Sarrià-Sant Gervasi,26,La Rioja,0
el Putxet i el Farró,2016,5,Sarrià-Sant Gervasi,27,La Rioja,0
Vallcarca i els Penitents,2016,6,Gràcia,28,La Rioja,2
el Coll,2016,6,Gràcia,29,La Rioja,0
la Salut,2016,6,Gràcia,30,La Rioja,0
la Vila de Gràcia,2016,6,Gràcia,31,La Rioja,1
el Camp d'en Grassot i Gràcia Nova,2016,6,Gràcia,32,La Rioja,2
el Baix Guinardó,2016,7,Horta-Guinardó,33,La Rioja,1
Can Baró,2016,7,Horta-Guinardó,34,La Rioja,0
el Guinardó,2016,7,Horta-Guinardó,35,La Rioja,4
la Font d'en Fargues,2016,7,Horta-Guinardó,36,La Rioja,2
el Carmel,2016,7,Horta-Guinardó,37,La Rioja,2
la Teixonera,2016,7,Horta-Guinardó,38,La Rioja,0
Sant Genís dels Agudells,2016,7,Horta-Guinardó,39,La Rioja,0
Montbau,2016,7,Horta-Guinardó,40,La Rioja,0
la Vall d'Hebron,2016,7,Horta-Guinardó,41,La Rioja,0
la Clota,2016,7,Horta-Guinardó,42,La Rioja,0
Horta,2016,7,Horta-Guinardó,43,La Rioja,2
Vilapicina i la Torre Llobeta,2016,8,Nou Barris,44,La Rioja,1
Porta,2016,8,Nou Barris,45,La Rioja,4
el Turó de la Peira,2016,8,Nou Barris,46,La Rioja,1
Can Peguera,2016,8,Nou Barris,47,La Rioja,0
la Guineueta,2016,8,Nou Barris,48,La Rioja,0
Canyelles,2016,8,Nou Barris,49,La Rioja,0
les Roquetes,2016,8,Nou Barris,50,La Rioja,1
Verdun,2016,8,Nou Barris,51,La Rioja,1
la Prosperitat,2016,8,Nou Barris,52,La Rioja,3
la Trinitat Nova,2016,8,Nou Barris,53,La Rioja,1
Torre Baró,2016,8,Nou Barris,54,La Rioja,0
Ciutat Meridiana,2016,8,Nou Barris,55,La Rioja,0
Vallbona,2016,8,Nou Barris,56,La Rioja,0
la Trinitat Vella,2016,9,Sant Andreu,57,La Rioja,1
Baró de Viver,2016,9,Sant Andreu,58,La Rioja,0
el Bon Pastor,2016,9,Sant Andreu,59,La Rioja,0
Sant Andreu,2016,9,Sant Andreu,60,La Rioja,0
la Sagrera,2016,9,Sant Andreu,61,La Rioja,1
el Congrés i els Indians,2016,9,Sant Andreu,62,La Rioja,2
Navas,2016,9,Sant Andreu,63,La Rioja,2
el Camp de l'Arpa del Clot,2016,10,Sant Martí,64,La Rioja,1
el Clot,2016,10,Sant Martí,65,La Rioja,1
el Parc i la Llacuna del Poblenou,2016,10,Sant Martí,66,La Rioja,0
la Vila Olímpica del Poblenou,2016,10,Sant Martí,67,La Rioja,0
el Poblenou,2016,10,Sant Martí,68,La Rioja,1
Diagonal Mar i el Front Marítim del Poblenou,2016,10,Sant Martí,69,La Rioja,0
el Besòs i el Maresme,2016,10,Sant Martí,70,La Rioja,6
Provençals del Poblenou,2016,10,Sant Martí,71,La Rioja,0
Sant Martí de Provençals,2016,10,Sant Martí,72,La Rioja,2
la Verneda i la Pau,2016,10,Sant Martí,73,La Rioja,0
el Raval,2016,1,Ciutat Vella,1,Ceuta,2
el Barri Gòtic,2016,1,Ciutat Vella,2,Ceuta,0
la Barceloneta,2016,1,Ciutat Vella,3,Ceuta,0
"Sant Pere, Santa Caterina i la Ribera",2016,1,Ciutat Vella,4,Ceuta,0
el Fort Pienc,2016,2,Eixample,5,Ceuta,0
la Sagrada Família,2016,2,Eixample,6,Ceuta,0
la Dreta de l'Eixample,2016,2,Eixample,7,Ceuta,0
l'Antiga Esquerra de l'Eixample,2016,2,Eixample,8,Ceuta,0
la Nova Esquerra de l'Eixample,2016,2,Eixample,9,Ceuta,1
Sant Antoni,2016,2,Eixample,10,Ceuta,0
el Poble Sec,2016,3,Sants-Montjuïc,11,Ceuta,0
la Marina del Prat Vermell,2016,3,Sants-Montjuïc,12,Ceuta,0
la Marina de Port,2016,3,Sants-Montjuïc,13,Ceuta,0
la Font de la Guatlla,2016,3,Sants-Montjuïc,14,Ceuta,0
Hostafrancs,2016,3,Sants-Montjuïc,15,Ceuta,2
la Bordeta,2016,3,Sants-Montjuïc,16,Ceuta,0
Sants - Badal,2016,3,Sants-Montjuïc,17,Ceuta,1
Sants,2016,3,Sants-Montjuïc,18,Ceuta,0
les Corts,2016,4,Les Corts,19,Ceuta,0
la Maternitat i Sant Ramon,2016,4,Les Corts,20,Ceuta,0
Pedralbes,2016,4,Les Corts,21,Ceuta,2
"Vallvidrera, el Tibidabo i les Planes",2016,5,Sarrià-Sant Gervasi,22,Ceuta,0
Sarrià,2016,5,Sarrià-Sant Gervasi,23,Ceuta,0
les Tres Torres,2016,5,Sarrià-Sant Gervasi,24,Ceuta,0
Sant Gervasi - la Bonanova,2016,5,Sarrià-Sant Gervasi,25,Ceuta,0
Sant Gervasi - Galvany,2016,5,Sarrià-Sant Gervasi,26,Ceuta,0
el Putxet i el Farró,2016,5,Sarrià-Sant Gervasi,27,Ceuta,0
Vallcarca i els Penitents,2016,6,Gràcia,28,Ceuta,0
el Coll,2016,6,Gràcia,29,Ceuta,0
la Salut,2016,6,Gràcia,30,Ceuta,0
la Vila de Gràcia,2016,6,Gràcia,31,Ceuta,0
el Camp d'en Grassot i Gràcia Nova,2016,6,Gràcia,32,Ceuta,0
el Baix Guinardó,2016,7,Horta-Guinardó,33,Ceuta,0
Can Baró,2016,7,Horta-Guinardó,34,Ceuta,0
el Guinardó,2016,7,Horta-Guinardó,35,Ceuta,0
la Font d'en Fargues,2016,7,Horta-Guinardó,36,Ceuta,0
el Carmel,2016,7,Horta-Guinardó,37,Ceuta,0
la Teixonera,2016,7,Horta-Guinardó,38,Ceuta,0
Sant Genís dels Agudells,2016,7,Horta-Guinardó,39,Ceuta,0
Montbau,2016,7,Horta-Guinardó,40,Ceuta,1
la Vall d'Hebron,2016,7,Horta-Guinardó,41,Ceuta,0
la Clota,2016,7,Horta-Guinardó,42,Ceuta,0
Horta,2016,7,Horta-Guinardó,43,Ceuta,1
Vilapicina i la Torre Llobeta,2016,8,Nou Barris,44,Ceuta,0
Porta,2016,8,Nou Barris,45,Ceuta,7
el Turó de la Peira,2016,8,Nou Barris,46,Ceuta,0
Can Peguera,2016,8,Nou Barris,47,Ceuta,0
la Guineueta,2016,8,Nou Barris,48,Ceuta,0
Canyelles,2016,8,Nou Barris,49,Ceuta,0
les Roquetes,2016,8,Nou Barris,50,Ceuta,0
Verdun,2016,8,Nou Barris,51,Ceuta,1
la Prosperitat,2016,8,Nou Barris,52,Ceuta,0
la Trinitat Nova,2016,8,Nou Barris,53,Ceuta,0
Torre Baró,2016,8,Nou Barris,54,Ceuta,0
Ciutat Meridiana,2016,8,Nou Barris,55,Ceuta,0
Vallbona,2016,8,Nou Barris,56,Ceuta,0
la Trinitat Vella,2016,9,Sant Andreu,57,Ceuta,2
Baró de Viver,2016,9,Sant Andreu,58,Ceuta,0
el Bon Pastor,2016,9,Sant Andreu,59,Ceuta,0
Sant Andreu,2016,9,Sant Andreu,60,Ceuta,2
la Sagrera,2016,9,Sant Andreu,61,Ceuta,0
el Congrés i els Indians,2016,9,Sant Andreu,62,Ceuta,3
Navas,2016,9,Sant Andreu,63,Ceuta,1
el Camp de l'Arpa del Clot,2016,10,Sant Martí,64,Ceuta,0
el Clot,2016,10,Sant Martí,65,Ceuta,0
el Parc i la Llacuna del Poblenou,2016,10,Sant Martí,66,Ceuta,0
la Vila Olímpica del Poblenou,2016,10,Sant Martí,67,Ceuta,0
el Poblenou,2016,10,Sant Martí,68,Ceuta,0
Diagonal Mar i el Front Marítim del Poblenou,2016,10,Sant Martí,69,Ceuta,0
el Besòs i el Maresme,2016,10,Sant Martí,70,Ceuta,0
Provençals del Poblenou,2016,10,Sant Martí,71,Ceuta,0
Sant Martí de Provençals,2016,10,Sant Martí,72,Ceuta,0
la Verneda i la Pau,2016,10,Sant Martí,73,Ceuta,0
el Raval,2016,1,Ciutat Vella,1,Melilla,1
el Barri Gòtic,2016,1,Ciutat Vella,2,Melilla,0
la Barceloneta,2016,1,Ciutat Vella,3,Melilla,0
"Sant Pere, Santa Caterina i la Ribera",2016,1,Ciutat Vella,4,Melilla,3
el Fort Pienc,2016,2,Eixample,5,Melilla,0
la Sagrada Família,2016,2,Eixample,6,Melilla,0
la Dreta de l'Eixample,2016,2,Eixample,7,Melilla,0
l'Antiga Esquerra de l'Eixample,2016,2,Eixample,8,Melilla,0
la Nova Esquerra de l'Eixample,2016,2,Eixample,9,Melilla,0
Sant Antoni,2016,2,Eixample,10,Melilla,0
el Poble Sec,2016,3,Sants-Montjuïc,11,Melilla,1
la Marina del Prat Vermell,2016,3,Sants-Montjuïc,12,Melilla,0
la Marina de Port,2016,3,Sants-Montjuïc,13,Melilla,2
la Font de la Guatlla,2016,3,Sants-Montjuïc,14,Melilla,0
Hostafrancs,2016,3,Sants-Montjuïc,15,Melilla,1
la Bordeta,2016,3,Sants-Montjuïc,16,Melilla,0
Sants - Badal,2016,3,Sants-Montjuïc,17,Melilla,0
Sants,2016,3,Sants-Montjuïc,18,Melilla,1
les Corts,2016,4,Les Corts,19,Melilla,0
la Maternitat i Sant Ramon,2016,4,Les Corts,20,Melilla,0
Pedralbes,2016,4,Les Corts,21,Melilla,0
"Vallvidrera, el Tibidabo i les Planes",2016,5,Sarrià-Sant Gervasi,22,Melilla,0
Sarrià,2016,5,Sarrià-Sant Gervasi,23,Melilla,2
les Tres Torres,2016,5,Sarrià-Sant Gervasi,24,Melilla,0
Sant Gervasi - la Bonanova,2016,5,Sarrià-Sant Gervasi,25,Melilla,0
Sant Gervasi - Galvany,2016,5,Sarrià-Sant Gervasi,26,Melilla,0
el Putxet i el Farró,2016,5,Sarrià-Sant Gervasi,27,Melilla,0
Vallcarca i els Penitents,2016,6,Gràcia,28,Melilla,0
el Coll,2016,6,Gràcia,29,Melilla,0
la Salut,2016,6,Gràcia,30,Melilla,0
la Vila de Gràcia,2016,6,Gràcia,31,Melilla,0
el Camp d'en Grassot i Gràcia Nova,2016,6,Gràcia,32,Melilla,0
el Baix Guinardó,2016,7,Horta-Guinardó,33,Melilla,0
Can Baró,2016,7,Horta-Guinardó,34,Melilla,0
el Guinardó,2016,7,Horta-Guinardó,35,Melilla,1
la Font d'en Fargues,2016,7,Horta-Guinardó,36,Melilla,0
el Carmel,2016,7,Horta-Guinardó,37,Melilla,0
la Teixonera,2016,7,Horta-Guinardó,38,Melilla,0
Sant Genís dels Agudells,2016,7,Horta-Guinardó,39,Melilla,0
Montbau,2016,7,Horta-Guinardó,40,Melilla,0
la Vall d'Hebron,2016,7,Horta-Guinardó,41,Melilla,0
la Clota,2016,7,Horta-Guinardó,42,Melilla,0
Horta,2016,7,Horta-Guinardó,43,Melilla,0
Vilapicina i la Torre Llobeta,2016,8,Nou Barris,44,Melilla,0
Porta,2016,8,Nou Barris,45,Melilla,2
el Turó de la Peira,2016,8,Nou Barris,46,Melilla,0
Can Peguera,2016,8,Nou Barris,47,Melilla,1
la Guineueta,2016,8,Nou Barris,48,Melilla,0
Canyelles,2016,8,Nou Barris,49,Melilla,0
les Roquetes,2016,8,Nou Barris,50,Melilla,0
Verdun,2016,8,Nou Barris,51,Melilla,0
la Prosperitat,2016,8,Nou Barris,52,Melilla,0
la Trinitat Nova,2016,8,Nou Barris,53,Melilla,0
Torre Baró,2016,8,Nou Barris,54,Melilla,0
Ciutat Meridiana,2016,8,Nou Barris,55,Melilla,0
Vallbona,2016,8,Nou Barris,56,Melilla,0
la Trinitat Vella,2016,9,Sant Andreu,57,Melilla,4
Baró de Viver,2016,9,Sant Andreu,58,Melilla,0
el Bon Pastor,2016,9,Sant Andreu,59,Melilla,0
Sant Andreu,2016,9,Sant Andreu,60,Melilla,0
la Sagrera,2016,9,Sant Andreu,61,Melilla,0
el Congrés i els Indians,2016,9,Sant Andreu,62,Melilla,3
Navas,2016,9,Sant Andreu,63,Melilla,1
el Camp de l'Arpa del Clot,2016,10,Sant Martí,64,Melilla,0
el Clot,2016,10,Sant Martí,65,Melilla,0
el Parc i la Llacuna del Poblenou,2016,10,Sant Martí,66,Melilla,0
la Vila Olímpica del Poblenou,2016,10,Sant Martí,67,Melilla,0
el Poblenou,2016,10,Sant Martí,68,Melilla,0
Diagonal Mar i el Front Marítim del Poblenou,2016,10,Sant Martí,69,Melilla,0
el Besòs i el Maresme,2016,10,Sant Martí,70,Melilla,0
Provençals del Poblenou,2016,10,Sant Martí,71,Melilla,1
Sant Martí de Provençals,2016,10,Sant Martí,72,Melilla,1
la Verneda i la Pau,2016,10,Sant Martí,73,Melilla,0
el Raval,2016,1,Ciutat Vella,1,Extranjero,275
el Barri Gòtic,2016,1,Ciutat Vella,2,Extranjero,113
la Barceloneta,2016,1,Ciutat Vella,3,Extranjero,66
"Sant Pere, Santa Caterina i la Ribera",2016,1,Ciutat Vella,4,Extranjero,126
el Fort Pienc,2016,2,Eixample,5,Extranjero,116
la Sagrada Família,2016,2,Eixample,6,Extranjero,206
la Dreta de l'Eixample,2016,2,Eixample,7,Extranjero,236
l'Antiga Esquerra de l'Eixample,2016,2,Eixample,8,Extranjero,184
la Nova Esquerra de l'Eixample,2016,2,Eixample,9,Extranjero,242
Sant Antoni,2016,2,Eixample,10,Extranjero,155
el Poble Sec,2016,3,Sants-Montjuïc,11,Extranjero,153
la Marina del Prat Vermell,2016,3,Sants-Montjuïc,12,Extranjero,2
la Marina de Port,2016,3,Sants-Montjuïc,13,Extranjero,63
la Font de la Guatlla,2016,3,Sants-Montjuïc,14,Extranjero,41
Hostafrancs,2016,3,Sants-Montjuïc,15,Extranjero,49
la Bordeta,2016,3,Sants-Montjuïc,16,Extranjero,57
Sants - Badal,2016,3,Sants-Montjuïc,17,Extranjero,78
Sants,2016,3,Sants-Montjuïc,18,Extranjero,161
les Corts,2016,4,Les Corts,19,Extranjero,203
la Maternitat i Sant Ramon,2016,4,Les Corts,20,Extranjero,98
