,districtName,year,districtCode,neighborhoodCode,neighborhoodName,5YearAge,count
1647,Horta-Guinardó,2016,7,42,la Clota,5-9,0
1648,Horta-Guinardó,2016,7,43,Horta,5-9,20
1649,Nou Barris,2016,8,44,Vilapicina i la Torre Llobeta,5-9,25
1650,Nou Barris,2016,8,45,Porta,5-9,27
1651,Nou Barris,2016,8,46,el Turó de la Peira,5-9,14
1652,Nou Barris,2016,8,47,Can Peguera,5-9,4
1653,Nou Barris,2016,8,48,la Guineueta,5-9,8
1654,Nou Barris,2016,8,49,Canyelles,5-9,4
1655,Nou Barris,2016,8,50,les Roquetes,5-9,29
1656,Nou Barris,2016,8,51,Verdun,5-9,22
1657,Nou Barris,2016,8,52,la Prosperitat,5-9,13
1658,Nou Barris,2016,8,53,la Trinitat Nova,5-9,11
1659,Nou Barris,2016,8,54,Torre Baró,5-9,5
1660,Nou Barris,2016,8,55,Ciutat Meridiana,5-9,15
1661,Nou Barris,2016,8,56,Vallbona,5-9,3
1662,Sant Andreu,2016,9,57,la Trinitat Vella,5-9,26
1663,Sant Andreu,2016,9,58,Baró de Viver,5-9,6
1664,Sant Andreu,2016,9,59,el Bon Pastor,5-9,19
1665,Sant Andreu,2016,9,60,Sant Andreu,5-9,56
1666,Sant Andreu,2016,9,61,la Sagrera,5-9,21
1667,Sant Andreu,2016,9,62,el Congrés i els Indians,5-9,16
1668,Sant Andreu,2016,9,63,Navas,5-9,34
1669,Sant Martí,2016,10,64,el Camp de l'Arpa del Clot,5-9,40
1670,Sant Martí,2016,10,65,el Clot,5-9,19
1671,Sant Martí,2016,10,66,el Parc i la Llacuna del Poblenou,5-9,13
1672,Sant Martí,2016,10,67,la Vila Olímpica del Poblenou,5-9,10
1673,Sant Martí,2016,10,68,el Poblenou,5-9,46
1674,Sant Martí,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,5-9,21
1675,Sant Martí,2016,10,70,el Besòs i el Maresme,5-9,80
1676,Sant Martí,2016,10,71,Provençals del Poblenou,5-9,35
1677,Sant Martí,2016,10,72,Sant Martí de Provençals,5-9,25
1678,Sant Martí,2016,10,73,la Verneda i la Pau,5-9,36
1679,Ciutat Vella,2016,1,1,el Raval,10-14,47
1680,Ciutat Vella,2016,1,2,el Barri Gòtic,10-14,20
1681,Ciutat Vella,2016,1,3,la Barceloneta,10-14,7
1682,Ciutat Vella,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",10-14,14
1683,Eixample,2016,2,5,el Fort Pienc,10-14,23
1684,Eixample,2016,2,6,la Sagrada Família,10-14,33
1685,Eixample,2016,2,7,la Dreta de l'Eixample,10-14,44
1686,Eixample,2016,2,8,l'Antiga Esquerra de l'Eixample,10-14,23
1687,Eixample,2016,2,9,la Nova Esquerra de l'Eixample,10-14,48
1688,Eixample,2016,2,10,Sant Antoni,10-14,27
1689,Sants-Montjuïc,2016,3,11,el Poble Sec,10-14,48
1690,Sants-Montjuïc,2016,3,12,la Marina del Prat Vermell,10-14,4
1691,Sants-Montjuïc,2016,3,13,la Marina de Port,10-14,44
1692,Sants-Montjuïc,2016,3,14,la Font de la Guatlla,10-14,10
1693,Sants-Montjuïc,2016,3,15,Hostafrancs,10-14,10
1694,Sants-Montjuïc,2016,3,16,la Bordeta,10-14,21
1695,Sants-Montjuïc,2016,3,17,Sants - Badal,10-14,31
1696,Sants-Montjuïc,2016,3,18,Sants,10-14,35
1697,Les Corts,2016,4,19,les Corts,10-14,38
1698,Les Corts,2016,4,20,la Maternitat i Sant Ramon,10-14,35
1699,Les Corts,2016,4,21,Pedralbes,10-14,22
1700,Sarrià-Sant Gervasi,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",10-14,7
1701,Sarrià-Sant Gervasi,2016,5,23,Sarrià,10-14,28
1702,Sarrià-Sant Gervasi,2016,5,24,les Tres Torres,10-14,23
1703,Sarrià-Sant Gervasi,2016,5,25,Sant Gervasi - la Bonanova,10-14,26
1704,Sarrià-Sant Gervasi,2016,5,26,Sant Gervasi - Galvany,10-14,51
1705,Sarrià-Sant Gervasi,2016,5,27,el Putxet i el Farró,10-14,24
1706,Gràcia,2016,6,28,Vallcarca i els Penitents,10-14,10
1707,Gràcia,2016,6,29,el Coll,10-14,7
1708,Gràcia,2016,6,30,la Salut,10-14,12
1709,Gràcia,2016,6,31,la Vila de Gràcia,10-14,24
1710,Gràcia,2016,6,32,el Camp d'en Grassot i Gràcia Nova,10-14,16
1711,Horta-Guinardó,2016,7,33,el Baix Guinardó,10-14,12
1712,Horta-Guinardó,2016,7,34,Can Baró,10-14,5
1713,Horta-Guinardó,2016,7,35,el Guinardó,10-14,29
1714,Horta-Guinardó,2016,7,36,la Font d'en Fargues,10-14,7
1715,Horta-Guinardó,2016,7,37,el Carmel,10-14,20
1716,Horta-Guinardó,2016,7,38,la Teixonera,10-14,9
1717,Horta-Guinardó,2016,7,39,Sant Genís dels Agudells,10-14,9
1718,Horta-Guinardó,2016,7,40,Montbau,10-14,2
1719,Horta-Guinardó,2016,7,41,la Vall d'Hebron,10-14,1
1720,Horta-Guinardó,2016,7,42,la Clota,10-14,0
1721,Horta-Guinardó,2016,7,43,Horta,10-14,2
1722,Nou Barris,2016,8,44,Vilapicina i la Torre Llobeta,10-14,25
1723,Nou Barris,2016,8,45,Porta,10-14,17
1724,Nou Barris,2016,8,46,el Turó de la Peira,10-14,20
1725,Nou Barris,2016,8,47,Can Peguera,10-14,4
1726,Nou Barris,2016,8,48,la Guineueta,10-14,13
1727,Nou Barris,2016,8,49,Canyelles,10-14,7
1728,Nou Barris,2016,8,50,les Roquetes,10-14,17
1729,Nou Barris,2016,8,51,Verdun,10-14,14
1730,Nou Barris,2016,8,52,la Prosperitat,10-14,24
1731,Nou Barris,2016,8,53,la Trinitat Nova,10-14,11
1732,Nou Barris,2016,8,54,Torre Baró,10-14,1
1733,Nou Barris,2016,8,55,Ciutat Meridiana,10-14,18
1734,Nou Barris,2016,8,56,Vallbona,10-14,0
1735,Sant Andreu,2016,9,57,la Trinitat Vella,10-14,20
1736,Sant Andreu,2016,9,58,Baró de Viver,10-14,5
1737,Sant Andreu,2016,9,59,el Bon Pastor,10-14,24
1738,Sant Andreu,2016,9,60,Sant Andreu,10-14,15
1739,Sant Andreu,2016,9,61,la Sagrera,10-14,21
1740,Sant Andreu,2016,9,62,el Congrés i els Indians,10-14,10
1741,Sant Andreu,2016,9,63,Navas,10-14,24
1742,Sant Martí,2016,10,64,el Camp de l'Arpa del Clot,10-14,30
1743,Sant Martí,2016,10,65,el Clot,10-14,23
1744,Sant Martí,2016,10,66,el Parc i la Llacuna del Poblenou,10-14,10
1745,Sant Martí,2016,10,67,la Vila Olímpica del Poblenou,10-14,5
1746,Sant Martí,2016,10,68,el Poblenou,10-14,32
1747,Sant Martí,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,10-14,13
1748,Sant Martí,2016,10,70,el Besòs i el Maresme,10-14,49
1749,Sant Martí,2016,10,71,Provençals del Poblenou,10-14,15
1750,Sant Martí,2016,10,72,Sant Martí de Provençals,10-14,32
1751,Sant Martí,2016,10,73,la Verneda i la Pau,10-14,25
1752,Ciutat Vella,2016,1,1,el Raval,15-19,86
1753,Ciutat Vella,2016,1,2,el Barri Gòtic,15-19,18
1754,Ciutat Vella,2016,1,3,la Barceloneta,15-19,25
1755,Ciutat Vella,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",15-19,31
1756,Eixample,2016,2,5,el Fort Pienc,15-19,20
1757,Eixample,2016,2,6,la Sagrada Família,15-19,43
1758,Eixample,2016,2,7,la Dreta de l'Eixample,15-19,30
1759,Eixample,2016,2,8,l'Antiga Esquerra de l'Eixample,15-19,30
1760,Eixample,2016,2,9,la Nova Esquerra de l'Eixample,15-19,49
1761,Eixample,2016,2,10,Sant Antoni,15-19,34
1762,Sants-Montjuïc,2016,3,11,el Poble Sec,15-19,71
1763,Sants-Montjuïc,2016,3,12,la Marina del Prat Vermell,15-19,4
1764,Sants-Montjuïc,2016,3,13,la Marina de Port,15-19,47
1765,Sants-Montjuïc,2016,3,14,la Font de la Guatlla,15-19,10
1766,Sants-Montjuïc,2016,3,15,Hostafrancs,15-19,15
1767,Sants-Montjuïc,2016,3,16,la Bordeta,15-19,15
1768,Sants-Montjuïc,2016,3,17,Sants - Badal,15-19,34
1769,Sants-Montjuïc,2016,3,18,Sants,15-19,32
1770,Les Corts,2016,4,19,les Corts,15-19,32
1771,Les Corts,2016,4,20,la Maternitat i Sant Ramon,15-19,24
1772,Les Corts,2016,4,21,Pedralbes,15-19,22
1773,Sarrià-Sant Gervasi,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",15-19,5
1774,Sarrià-Sant Gervasi,2016,5,23,Sarrià,15-19,29
1775,Sarrià-Sant Gervasi,2016,5,24,les Tres Torres,15-19,11
1776,Sarrià-Sant Gervasi,2016,5,25,Sant Gervasi - la Bonanova,15-19,26
1777,Sarrià-Sant Gervasi,2016,5,26,Sant Gervasi - Galvany,15-19,43
1778,Sarrià-Sant Gervasi,2016,5,27,el Putxet i el Farró,15-19,21
1779,Gràcia,2016,6,28,Vallcarca i els Penitents,15-19,15
1780,Gràcia,2016,6,29,el Coll,15-19,12
1781,Gràcia,2016,6,30,la Salut,15-19,24
1782,Gràcia,2016,6,31,la Vila de Gràcia,15-19,26
1783,Gràcia,2016,6,32,el Camp d'en Grassot i Gràcia Nova,15-19,15
1784,Horta-Guinardó,2016,7,33,el Baix Guinardó,15-19,18
1785,Horta-Guinardó,2016,7,34,Can Baró,15-19,3
1786,Horta-Guinardó,2016,7,35,el Guinardó,15-19,37
1787,Horta-Guinardó,2016,7,36,la Font d'en Fargues,15-19,4
1788,Horta-Guinardó,2016,7,37,el Carmel,15-19,33
1789,Horta-Guinardó,2016,7,38,la Teixonera,15-19,15
1790,Horta-Guinardó,2016,7,39,Sant Genís dels Agudells,15-19,6
1791,Horta-Guinardó,2016,7,40,Montbau,15-19,3
1792,Horta-Guinardó,2016,7,41,la Vall d'Hebron,15-19,4
1793,Horta-Guinardó,2016,7,42,la Clota,15-19,0
1794,Horta-Guinardó,2016,7,43,Horta,15-19,12
1795,Nou Barris,2016,8,44,Vilapicina i la Torre Llobeta,15-19,26
1796,Nou Barris,2016,8,45,Porta,15-19,25
1797,Nou Barris,2016,8,46,el Turó de la Peira,15-19,30
1798,Nou Barris,2016,8,47,Can Peguera,15-19,2
1799,Nou Barris,2016,8,48,la Guineueta,15-19,10
1800,Nou Barris,2016,8,49,Canyelles,15-19,9
1801,Nou Barris,2016,8,50,les Roquetes,15-19,20
1802,Nou Barris,2016,8,51,Verdun,15-19,15
1803,Nou Barris,2016,8,52,la Prosperitat,15-19,23
1804,Nou Barris,2016,8,53,la Trinitat Nova,15-19,7
1805,Nou Barris,2016,8,54,Torre Baró,15-19,2
1806,Nou Barris,2016,8,55,Ciutat Meridiana,15-19,26
1807,Nou Barris,2016,8,56,Vallbona,15-19,4
1808,Sant Andreu,2016,9,57,la Trinitat Vella,15-19,17
1809,Sant Andreu,2016,9,58,Baró de Viver,15-19,2
1810,Sant Andreu,2016,9,59,el Bon Pastor,15-19,21
1811,Sant Andreu,2016,9,60,Sant Andreu,15-19,29
1812,Sant Andreu,2016,9,61,la Sagrera,15-19,17
1813,Sant Andreu,2016,9,62,el Congrés i els Indians,15-19,10
1814,Sant Andreu,2016,9,63,Navas,15-19,21
1815,Sant Martí,2016,10,64,el Camp de l'Arpa del Clot,15-19,32
1816,Sant Martí,2016,10,65,el Clot,15-19,22
1817,Sant Martí,2016,10,66,el Parc i la Llacuna del Poblenou,15-19,13
1818,Sant Martí,2016,10,67,la Vila Olímpica del Poblenou,15-19,7
1819,Sant Martí,2016,10,68,el Poblenou,15-19,25
1820,Sant Martí,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,15-19,13
1821,Sant Martí,2016,10,70,el Besòs i el Maresme,15-19,48
1822,Sant Martí,2016,10,71,Provençals del Poblenou,15-19,27
1823,Sant Martí,2016,10,72,Sant Martí de Provençals,15-19,26
1824,Sant Martí,2016,10,73,la Verneda i la Pau,15-19,23
1825,Ciutat Vella,2016,1,1,el Raval,20-24,148
1826,Ciutat Vella,2016,1,2,el Barri Gòtic,20-24,64
1827,Ciutat Vella,2016,1,3,la Barceloneta,20-24,41
1828,Ciutat Vella,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",20-24,59
1829,Eixample,2016,2,5,el Fort Pienc,20-24,45
1830,Eixample,2016,2,6,la Sagrada Família,20-24,116
1831,Eixample,2016,2,7,la Dreta de l'Eixample,20-24,83
1832,Eixample,2016,2,8,l'Antiga Esquerra de l'Eixample,20-24,85
1833,Eixample,2016,2,9,la Nova Esquerra de l'Eixample,20-24,108
1834,Eixample,2016,2,10,Sant Antoni,20-24,68
1835,Sants-Montjuïc,2016,3,11,el Poble Sec,20-24,105
1836,Sants-Montjuïc,2016,3,12,la Marina del Prat Vermell,20-24,4
1837,Sants-Montjuïc,2016,3,13,la Marina de Port,20-24,63
1838,Sants-Montjuïc,2016,3,14,la Font de la Guatlla,20-24,33
1839,Sants-Montjuïc,2016,3,15,Hostafrancs,20-24,40
1840,Sants-Montjuïc,2016,3,16,la Bordeta,20-24,36
1841,Sants-Montjuïc,2016,3,17,Sants - Badal,20-24,85
1842,Sants-Montjuïc,2016,3,18,Sants,20-24,107
1843,Les Corts,2016,4,19,les Corts,20-24,69
1844,Les Corts,2016,4,20,la Maternitat i Sant Ramon,20-24,43
1845,Les Corts,2016,4,21,Pedralbes,20-24,17
1846,Sarrià-Sant Gervasi,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",20-24,4
1847,Sarrià-Sant Gervasi,2016,5,23,Sarrià,20-24,30
1848,Sarrià-Sant Gervasi,2016,5,24,les Tres Torres,20-24,15
1849,Sarrià-Sant Gervasi,2016,5,25,Sant Gervasi - la Bonanova,20-24,35
1850,Sarrià-Sant Gervasi,2016,5,26,Sant Gervasi - Galvany,20-24,65
1851,Sarrià-Sant Gervasi,2016,5,27,el Putxet i el Farró,20-24,36
1852,Gràcia,2016,6,28,Vallcarca i els Penitents,20-24,27
1853,Gràcia,2016,6,29,el Coll,20-24,25
1854,Gràcia,2016,6,30,la Salut,20-24,18
1855,Gràcia,2016,6,31,la Vila de Gràcia,20-24,78
1856,Gràcia,2016,6,32,el Camp d'en Grassot i Gràcia Nova,20-24,48
1857,Horta-Guinardó,2016,7,33,el Baix Guinardó,20-24,56
1858,Horta-Guinardó,2016,7,34,Can Baró,20-24,15
1859,Horta-Guinardó,2016,7,35,el Guinardó,20-24,46
1860,Horta-Guinardó,2016,7,36,la Font d'en Fargues,20-24,10
1861,Horta-Guinardó,2016,7,37,el Carmel,20-24,67
1862,Horta-Guinardó,2016,7,38,la Teixonera,20-24,19
1863,Horta-Guinardó,2016,7,39,Sant Genís dels Agudells,20-24,9
1864,Horta-Guinardó,2016,7,40,Montbau,20-24,9
1865,Horta-Guinardó,2016,7,41,la Vall d'Hebron,20-24,2
1866,Horta-Guinardó,2016,7,42,la Clota,20-24,0
1867,Horta-Guinardó,2016,7,43,Horta,20-24,48
1868,Nou Barris,2016,8,44,Vilapicina i la Torre Llobeta,20-24,35
1869,Nou Barris,2016,8,45,Porta,20-24,43
1870,Nou Barris,2016,8,46,el Turó de la Peira,20-24,35
1871,Nou Barris,2016,8,47,Can Peguera,20-24,1
1872,Nou Barris,2016,8,48,la Guineueta,20-24,15
1873,Nou Barris,2016,8,49,Canyelles,20-24,7
1874,Nou Barris,2016,8,50,les Roquetes,20-24,48
1875,Nou Barris,2016,8,51,Verdun,20-24,23
1876,Nou Barris,2016,8,52,la Prosperitat,20-24,71
1877,Nou Barris,2016,8,53,la Trinitat Nova,20-24,20
1878,Nou Barris,2016,8,54,Torre Baró,20-24,9
1879,Nou Barris,2016,8,55,Ciutat Meridiana,20-24,36
1880,Nou Barris,2016,8,56,Vallbona,20-24,6
1881,Sant Andreu,2016,9,57,la Trinitat Vella,20-24,31
1882,Sant Andreu,2016,9,58,Baró de Viver,20-24,9
1883,Sant Andreu,2016,9,59,el Bon Pastor,20-24,36
1884,Sant Andreu,2016,9,60,Sant Andreu,20-24,91
1885,Sant Andreu,2016,9,61,la Sagrera,20-24,66
1886,Sant Andreu,2016,9,62,el Congrés i els Indians,20-24,33
1887,Sant Andreu,2016,9,63,Navas,20-24,29
1888,Sant Martí,2016,10,64,el Camp de l'Arpa del Clot,20-24,73
1889,Sant Martí,2016,10,65,el Clot,20-24,40
1890,Sant Martí,2016,10,66,el Parc i la Llacuna del Poblenou,20-24,27
1891,Sant Martí,2016,10,67,la Vila Olímpica del Poblenou,20-24,14
1892,Sant Martí,2016,10,68,el Poblenou,20-24,31
1893,Sant Martí,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,20-24,16
1894,Sant Martí,2016,10,70,el Besòs i el Maresme,20-24,89
1895,Sant Martí,2016,10,71,Provençals del Poblenou,20-24,37
1896,Sant Martí,2016,10,72,Sant Martí de Provençals,20-24,63
1897,Sant Martí,2016,10,73,la Verneda i la Pau,20-24,53
1898,Ciutat Vella,2016,1,1,el Raval,25-29,294
1899,Ciutat Vella,2016,1,2,el Barri Gòtic,25-29,113
1900,Ciutat Vella,2016,1,3,la Barceloneta,25-29,97
1901,Ciutat Vella,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",25-29,133
1902,Eixample,2016,2,5,el Fort Pienc,25-29,140
1903,Eixample,2016,2,6,la Sagrada Família,25-29,206
1904,Eixample,2016,2,7,la Dreta de l'Eixample,25-29,156
1905,Eixample,2016,2,8,l'Antiga Esquerra de l'Eixample,25-29,160
1906,Eixample,2016,2,9,la Nova Esquerra de l'Eixample,25-29,220
1907,Eixample,2016,2,10,Sant Antoni,25-29,155
1908,Sants-Montjuïc,2016,3,11,el Poble Sec,25-29,208
1909,Sants-Montjuïc,2016,3,12,la Marina del Prat Vermell,25-29,4
1910,Sants-Montjuïc,2016,3,13,la Marina de Port,25-29,142
1911,Sants-Montjuïc,2016,3,14,la Font de la Guatlla,25-29,63
1912,Sants-Montjuïc,2016,3,15,Hostafrancs,25-29,80
1913,Sants-Montjuïc,2016,3,16,la Bordeta,25-29,77
1914,Sants-Montjuïc,2016,3,17,Sants - Badal,25-29,153
1915,Sants-Montjuïc,2016,3,18,Sants,25-29,212
1916,Les Corts,2016,4,19,les Corts,25-29,169
1917,Les Corts,2016,4,20,la Maternitat i Sant Ramon,25-29,115
1918,Les Corts,2016,4,21,Pedralbes,25-29,31
1919,Sarrià-Sant Gervasi,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",25-29,16
1920,Sarrià-Sant Gervasi,2016,5,23,Sarrià,25-29,71
1921,Sarrià-Sant Gervasi,2016,5,24,les Tres Torres,25-29,36
1922,Sarrià-Sant Gervasi,2016,5,25,Sant Gervasi - la Bonanova,25-29,57
1923,Sarrià-Sant Gervasi,2016,5,26,Sant Gervasi - Galvany,25-29,131
1924,Sarrià-Sant Gervasi,2016,5,27,el Putxet i el Farró,25-29,105
1925,Gràcia,2016,6,28,Vallcarca i els Penitents,25-29,57
1926,Gràcia,2016,6,29,el Coll,25-29,31
1927,Gràcia,2016,6,30,la Salut,25-29,31
1928,Gràcia,2016,6,31,la Vila de Gràcia,25-29,214
1929,Gràcia,2016,6,32,el Camp d'en Grassot i Gràcia Nova,25-29,123
1930,Horta-Guinardó,2016,7,33,el Baix Guinardó,25-29,109
1931,Horta-Guinardó,2016,7,34,Can Baró,25-29,36
1932,Horta-Guinardó,2016,7,35,el Guinardó,25-29,126
1933,Horta-Guinardó,2016,7,36,la Font d'en Fargues,25-29,15
1934,Horta-Guinardó,2016,7,37,el Carmel,25-29,117
1935,Horta-Guinardó,2016,7,38,la Teixonera,25-29,49
1936,Horta-Guinardó,2016,7,39,Sant Genís dels Agudells,25-29,24
1937,Horta-Guinardó,2016,7,40,Montbau,25-29,15
1938,Horta-Guinardó,2016,7,41,la Vall d'Hebron,25-29,16
1939,Horta-Guinardó,2016,7,42,la Clota,25-29,3
1940,Horta-Guinardó,2016,7,43,Horta,25-29,84
1941,Nou Barris,2016,8,44,Vilapicina i la Torre Llobeta,25-29,67
1942,Nou Barris,2016,8,45,Porta,25-29,75
1943,Nou Barris,2016,8,46,el Turó de la Peira,25-29,39
1944,Nou Barris,2016,8,47,Can Peguera,25-29,6
1945,Nou Barris,2016,8,48,la Guineueta,25-29,26
1946,Nou Barris,2016,8,49,Canyelles,25-29,18
1947,Nou Barris,2016,8,50,les Roquetes,25-29,67
1948,Nou Barris,2016,8,51,Verdun,25-29,50
1949,Nou Barris,2016,8,52,la Prosperitat,25-29,98
1950,Nou Barris,2016,8,53,la Trinitat Nova,25-29,33
1951,Nou Barris,2016,8,54,Torre Baró,25-29,14
1952,Nou Barris,2016,8,55,Ciutat Meridiana,25-29,49
1953,Nou Barris,2016,8,56,Vallbona,25-29,5
1954,Sant Andreu,2016,9,57,la Trinitat Vella,25-29,48
1955,Sant Andreu,2016,9,58,Baró de Viver,25-29,11
1956,Sant Andreu,2016,9,59,el Bon Pastor,25-29,42
1957,Sant Andreu,2016,9,60,Sant Andreu,25-29,172
1958,Sant Andreu,2016,9,61,la Sagrera,25-29,93
1959,Sant Andreu,2016,9,62,el Congrés i els Indians,25-29,34
1960,Sant Andreu,2016,9,63,Navas,25-29,72
1961,Sant Martí,2016,10,64,el Camp de l'Arpa del Clot,25-29,145
1962,Sant Martí,2016,10,65,el Clot,25-29,92
1963,Sant Martí,2016,10,66,el Parc i la Llacuna del Poblenou,25-29,54
1964,Sant Martí,2016,10,67,la Vila Olímpica del Poblenou,25-29,19
1965,Sant Martí,2016,10,68,el Poblenou,25-29,110
1966,Sant Martí,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,25-29,20
1967,Sant Martí,2016,10,70,el Besòs i el Maresme,25-29,139
1968,Sant Martí,2016,10,71,Provençals del Poblenou,25-29,55
1969,Sant Martí,2016,10,72,Sant Martí de Provençals,25-29,81
1970,Sant Martí,2016,10,73,la Verneda i la Pau,25-29,97
1971,Ciutat Vella,2016,1,1,el Raval,30-34,348
1972,Ciutat Vella,2016,1,2,el Barri Gòtic,30-34,95
1973,Ciutat Vella,2016,1,3,la Barceloneta,30-34,113
1974,Ciutat Vella,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",30-34,178
1975,Eixample,2016,2,5,el Fort Pienc,30-34,182
1976,Eixample,2016,2,6,la Sagrada Família,30-34,243
1977,Eixample,2016,2,7,la Dreta de l'Eixample,30-34,227
1978,Eixample,2016,2,8,l'Antiga Esquerra de l'Eixample,30-34,233
1979,Eixample,2016,2,9,la Nova Esquerra de l'Eixample,30-34,292
1980,Eixample,2016,2,10,Sant Antoni,30-34,158
1981,Sants-Montjuïc,2016,3,11,el Poble Sec,30-34,238
1982,Sants-Montjuïc,2016,3,12,la Marina del Prat Vermell,30-34,8
1983,Sants-Montjuïc,2016,3,13,la Marina de Port,30-34,151
1984,Sants-Montjuïc,2016,3,14,la Font de la Guatlla,30-34,62
1985,Sants-Montjuïc,2016,3,15,Hostafrancs,30-34,117
1986,Sants-Montjuïc,2016,3,16,la Bordeta,30-34,102
1987,Sants-Montjuïc,2016,3,17,Sants - Badal,30-34,149
1988,Sants-Montjuïc,2016,3,18,Sants,30-34,265
1989,Les Corts,2016,4,19,les Corts,30-34,204
1990,Les Corts,2016,4,20,la Maternitat i Sant Ramon,30-34,113
1991,Les Corts,2016,4,21,Pedralbes,30-34,48
1992,Sarrià-Sant Gervasi,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",30-34,20
1993,Sarrià-Sant Gervasi,2016,5,23,Sarrià,30-34,86
1994,Sarrià-Sant Gervasi,2016,5,24,les Tres Torres,30-34,54
1995,Sarrià-Sant Gervasi,2016,5,25,Sant Gervasi - la Bonanova,30-34,73
1996,Sarrià-Sant Gervasi,2016,5,26,Sant Gervasi - Galvany,30-34,165
1997,Sarrià-Sant Gervasi,2016,5,27,el Putxet i el Farró,30-34,135
1998,Gràcia,2016,6,28,Vallcarca i els Penitents,30-34,58
1999,Gràcia,2016,6,29,el Coll,30-34,31
2000,Gràcia,2016,6,30,la Salut,30-34,60
2001,Gràcia,2016,6,31,la Vila de Gràcia,30-34,280
2002,Gràcia,2016,6,32,el Camp d'en Grassot i Gràcia Nova,30-34,176
2003,Horta-Guinardó,2016,7,33,el Baix Guinardó,30-34,110
2004,Horta-Guinardó,2016,7,34,Can Baró,30-34,30
2005,Horta-Guinardó,2016,7,35,el Guinardó,30-34,175
2006,Horta-Guinardó,2016,7,36,la Font d'en Fargues,30-34,27
2007,Horta-Guinardó,2016,7,37,el Carmel,30-34,130
2008,Horta-Guinardó,2016,7,38,la Teixonera,30-34,50
2009,Horta-Guinardó,2016,7,39,Sant Genís dels Agudells,30-34,25
2010,Horta-Guinardó,2016,7,40,Montbau,30-34,15
2011,Horta-Guinardó,2016,7,41,la Vall d'Hebron,30-34,15
2012,Horta-Guinardó,2016,7,42,la Clota,30-34,0
2013,Horta-Guinardó,2016,7,43,Horta,30-34,72
2014,Nou Barris,2016,8,44,Vilapicina i la Torre Llobeta,30-34,99
2015,Nou Barris,2016,8,45,Porta,30-34,94
2016,Nou Barris,2016,8,46,el Turó de la Peira,30-34,52
2017,Nou Barris,2016,8,47,Can Peguera,30-34,6
2018,Nou Barris,2016,8,48,la Guineueta,30-34,36
2019,Nou Barris,2016,8,49,Canyelles,30-34,29
2020,Nou Barris,2016,8,50,les Roquetes,30-34,76
2021,Nou Barris,2016,8,51,Verdun,30-34,55
2022,Nou Barris,2016,8,52,la Prosperitat,30-34,110
2023,Nou Barris,2016,8,53,la Trinitat Nova,30-34,26
2024,Nou Barris,2016,8,54,Torre Baró,30-34,10
2025,Nou Barris,2016,8,55,Ciutat Meridiana,30-34,56
2026,Nou Barris,2016,8,56,Vallbona,30-34,2
2027,Sant Andreu,2016,9,57,la Trinitat Vella,30-34,50
2028,Sant Andreu,2016,9,58,Baró de Viver,30-34,9
2029,Sant Andreu,2016,9,59,el Bon Pastor,30-34,55
2030,Sant Andreu,2016,9,60,Sant Andreu,30-34,180
2031,Sant Andreu,2016,9,61,la Sagrera,30-34,116
2032,Sant Andreu,2016,9,62,el Congrés i els Indians,30-34,54
2033,Sant Andreu,2016,9,63,Navas,30-34,92
2034,Sant Martí,2016,10,64,el Camp de l'Arpa del Clot,30-34,198
2035,Sant Martí,2016,10,65,el Clot,30-34,117
2036,Sant Martí,2016,10,66,el Parc i la Llacuna del Poblenou,30-34,80
2037,Sant Martí,2016,10,67,la Vila Olímpica del Poblenou,30-34,31
2038,Sant Martí,2016,10,68,el Poblenou,30-34,149
2039,Sant Martí,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,30-34,49
2040,Sant Martí,2016,10,70,el Besòs i el Maresme,30-34,129
2041,Sant Martí,2016,10,71,Provençals del Poblenou,30-34,91
2042,Sant Martí,2016,10,72,Sant Martí de Provençals,30-34,112
2043,Sant Martí,2016,10,73,la Verneda i la Pau,30-34,109
2044,Ciutat Vella,2016,1,1,el Raval,35-39,319
2045,Ciutat Vella,2016,1,2,el Barri Gòtic,35-39,120
2046,Ciutat Vella,2016,1,3,la Barceloneta,35-39,100
2047,Ciutat Vella,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",35-39,143
2048,Eixample,2016,2,5,el Fort Pienc,35-39,136
2049,Eixample,2016,2,6,la Sagrada Família,35-39,265
2050,Eixample,2016,2,7,la Dreta de l'Eixample,35-39,166
2051,Eixample,2016,2,8,l'Antiga Esquerra de l'Eixample,35-39,178
2052,Eixample,2016,2,9,la Nova Esquerra de l'Eixample,35-39,277
2053,Eixample,2016,2,10,Sant Antoni,35-39,150
